airbnb_listing_id,n_dates,coverage
34866449,74,0.7047619047619048
35481220,84,0.8
35826155,20,0.19047619047619047
35912580,38,0.3619047619047619
35934720,10,0.09523809523809523
36032020,25,0.23809523809523808
36632832,74,0.7047619047619048
36698654,79,0.7523809523809524
36908385,27,0.2571428571428571
37118794,62,0.5904761904761905
37153670,53,0.5047619047619047
37347085,90,0.8571428571428571
37487828,49,0.4666666666666667
37494985,84,0.8
37708447,44,0.41904761904761906
37744392,79,0.7523809523809524
37989675,63,0.6
38262480,27,0.2571428571428571
38319706,80,0.7619047619047619
38447436,101,0.9619047619047619
38514587,92,0.8761904761904762
38616586,38,0.3619047619047619
38638326,80,0.7619047619047619
38693604,85,0.8095238095238095
38695314,62,0.5904761904761905
38730549,78,0.7428571428571429
38800430,34,0.3238095238095238
38852725,62,0.5904761904761905
38899673,78,0.7428571428571429
38957661,55,0.5238095238095238
38980085,90,0.8571428571428571
38998610,68,0.6476190476190476
39007372,95,0.9047619047619048
39051477,92,0.8761904761904762
39059902,78,0.7428571428571429
39109062,74,0.7047619047619048
39145712,31,0.29523809523809524
39316910,15,0.14285714285714285
39363955,57,0.5428571428571428
39394196,23,0.21904761904761905
39394644,90,0.8571428571428571
39414948,61,0.580952380952381
39420557,33,0.3142857142857143
39507664,39,0.37142857142857144
39583346,50,0.47619047619047616
39629644,27,0.2571428571428571
39635217,23,0.21904761904761905
39642773,46,0.4380952380952381
39685785,73,0.6952380952380952
39715668,65,0.6190476190476191
39745810,89,0.8476190476190476
39820601,33,0.3142857142857143
39837626,23,0.21904761904761905
39972515,59,0.5619047619047619
40023421,99,0.9428571428571428
40039627,84,0.8
40191152,76,0.7238095238095238
40209404,73,0.6952380952380952
40236441,47,0.44761904761904764
40246675,44,0.41904761904761906
40250642,73,0.6952380952380952
40289385,62,0.5904761904761905
40320100,75,0.7142857142857143
40342798,81,0.7714285714285715
40351988,52,0.49523809523809526
40371384,91,0.8666666666666667
40391575,7,0.06666666666666667
